O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
53-2012.00;Commercial Pilots;Hydraulic landing gear systems;25202204;Landing gear assemblies
53-2012.00;Commercial Pilots;Inertial navigation systems INS;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Instrument landing system ILS localizers;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Instrument landing system ILS receivers;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Laptop computers;43211503;Notebook computers
53-2012.00;Commercial Pilots;Local area augmentation system LAAS receivers;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Long range navigation systems LRNS;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Mechanical nose wheel steering systems;25201605;Aircraft steering controls
53-2012.00;Commercial Pilots;Microwave landing system MLS receivers;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Multipurpose fire extinguishers;46191601;Fire extinguishers
53-2012.00;Commercial Pilots;Navigation mode selectors;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Nondirectional radio beacon markers;25201602;Aircraft navigation beacons
53-2012.00;Commercial Pilots;Oil filter pliers;27112107;Adjustable widemouth pliers
53-2012.00;Commercial Pilots;Oil filter wrenches;27111714;Specialty wrenches
53-2012.00;Commercial Pilots;On-board intercom systems;25201701;Aircraft communication systems
53-2012.00;Commercial Pilots;Passenger oxygen control systems;25202607;Aircraft oxygen equipment
53-2012.00;Commercial Pilots;Personal computers;43211508;Personal computers
53-2012.00;Commercial Pilots;Personal digital assistants PDA;43211504;Personal digital assistant PDAs or organizers
53-2012.00;Commercial Pilots;Plotters;43212107;Plotter printers
53-2012.00;Commercial Pilots;Pneumatic emergency brake systems;25202201;Aircraft braking systems
53-2012.00;Commercial Pilots;Portable collision avoidance systems PCAS;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Power brake systems;25202201;Aircraft braking systems
53-2012.00;Commercial Pilots;Power generation and distribution control systems;25202003;Aircraft power supply units
53-2012.00;Commercial Pilots;Recirculation control systems;25202601;Aircraft environment controllers
53-2012.00;Commercial Pilots;Stability augmentation systems SAS;25201801;Flight computer systems
53-2012.00;Commercial Pilots;Traffic alert and collision avoidance system TCAS;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Transponder landing systems TLS;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Ultra high frequency UHF radio communication systems;25201701;Aircraft communication systems
53-2012.00;Commercial Pilots;Very high frequency omnidirectional range VOR systems;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Very high frequency VHF radio communication systems;25201701;Aircraft communication systems
53-2012.00;Commercial Pilots;Vise grip pliers;27112115;Locking pliers
53-2012.00;Commercial Pilots;Windscreen ice control systems;25202505;Aircraft onboard defrosting or defogging systems
53-2012.00;Commercial Pilots;Wing anti-ice systems;25202505;Aircraft onboard defrosting or defogging systems
53-2012.00;Commercial Pilots;Yaw damper systems;25201605;Aircraft steering controls
53-2021.00;Air Traffic Controllers;Air route surveillance radar ARSR systems;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Airport surface detection equipment ASDE systems;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Airport surveillance radar ASR systems;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Area navigation RNAV systems;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Automatic direction finder ADF radio systems;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Binoculars;41111717;Binoculars
53-2021.00;Air Traffic Controllers;Controller pilot datalink communication CPDC systems;25201701;Aircraft communication systems
53-2021.00;Air Traffic Controllers;Desktop computers;43211507;Desktop computers
53-2021.00;Air Traffic Controllers;Differential global positioning system DGPS surveillance systems;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Digital airport surveillance radar DASR systems;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Distance measuring equipment DME;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Flight simulators;25191504;Aircraft flight simulators or trainers
53-2021.00;Air Traffic Controllers;Frequency modulation FM two way radios;43191510;Two way radios
53-2021.00;Air Traffic Controllers;Global positioning system GPS surveillance systems;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;High frequency HF radio communications systems;25201701;Aircraft communication systems
53-2021.00;Air Traffic Controllers;Local area augmentation systems LAAS;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Long range navigation systems LRNS;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Mainframe computers;43211512;Mainframe computers
53-2021.00;Air Traffic Controllers;Microwave landing systems MLS;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Mode S radar systems;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Nondirectional radio beacon markers;25201602;Aircraft navigation beacons
53-2021.00;Air Traffic Controllers;Personal computers;43211508;Personal computers
53-2021.00;Air Traffic Controllers;Precision runway monitor PRM;41115201;Radarbased surveillance systems
53-2021.00;Air Traffic Controllers;Standard terminal automation replacement systems STARS;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Transponder landing systems TLS;25201604;Aircraft guidance systems
53-2021.00;Air Traffic Controllers;Ultra high frequency UHF radio communication systems;25201701;Aircraft communication systems
53-2021.00;Air Traffic Controllers;Very high frequency VHF radio communication systems;25201701;Aircraft communication systems
53-2021.00;Air Traffic Controllers;Wide area augmentation systems WAAS;25201604;Aircraft guidance systems
53-2022.00;Airfield Operations Specialists;Airfield access control systems;46171619;Security or access control systems
53-2022.00;Airfield Operations Specialists;Airfield lighting equipment;39111612;Area lighting
53-2022.00;Airfield Operations Specialists;All terrain vehicles ATVs;25101905;All terrain vehicles tracked or wheeled
53-2022.00;Airfield Operations Specialists;Animal traps;10191701;Animal control traps
53-2022.00;Airfield Operations Specialists;Bucket lifts;22101803;Articulating boom lift
53-2022.00;Airfield Operations Specialists;Crack sealing equipment;22101620;Joint cleaning or refacing machines
53-2022.00;Airfield Operations Specialists;Desktop computers;43211507;Desktop computers
53-2022.00;Airfield Operations Specialists;Dump trucks;25101601;Dump trucks
53-2022.00;Airfield Operations Specialists;Emergency response vehicles;25101701;Fire or rescue trucks
53-2022.00;Airfield Operations Specialists;Fire vehicles;25101701;Fire or rescue trucks
53-2022.00;Airfield Operations Specialists;Identification card printers;43212110;Multi function printers
53-2022.00;Airfield Operations Specialists;Lawn mowing tractors;27112014;Lawnmowers
53-2022.00;Airfield Operations Specialists;Mobile radios;43191510;Two way radios
53-2022.00;Airfield Operations Specialists;Multipurpose fire extinguishers;46191601;Fire extinguishers
53-2022.00;Airfield Operations Specialists;Paint stripping equipment;27112708;Power sanders
53-2022.00;Airfield Operations Specialists;Protective glasses;46181802;Safety glasses
53-2022.00;Airfield Operations Specialists;Pyrotechnic pistols;12131604;Flares
53-2022.00;Airfield Operations Specialists;Security alarm systems;46171604;Alarm systems
53-2022.00;Airfield Operations Specialists;Shotguns;49131604;Sporting shotguns
53-2022.00;Airfield Operations Specialists;Snares;49131603;Sporting traps
53-2022.00;Airfield Operations Specialists;Snow removal equipment;22101531;Snow blowers
53-2022.00;Airfield Operations Specialists;Sweeper vehicles;25101919;Road sweeper
53-2022.00;Airfield Operations Specialists;Utility trucks;25101507;Light trucks or sport utility vehicles
53-2022.00;Airfield Operations Specialists;Visual display boards;43211902;Liquid crystal display LCD panels or monitors
53-2022.00;Airfield Operations Specialists;Wheeled forklifts;24101603;Forklifts
53-2031.00;Flight Attendants;Aircraft fire extinguishing systems;25201901;Aircraft fire control or extinguishing systems
53-2031.00;Flight Attendants;Automated external defibrillators AED;42172101;Automated external defibrillators AED or hard paddles
53-2031.00;Flight Attendants;Blood pressure recorders;42181607;Blood pressure recording units
53-2031.00;Flight Attendants;Cabin management systems;25202601;Aircraft environment controllers
53-2031.00;Flight Attendants;Cardiopulmonary resuscitation CPR equipment;42172103;Emergency resuscitator or aspirator kits
53-2031.00;Flight Attendants;Cardiopulmonary resuscitation CPR masks;42172102;Cardiopulmonary resuscitation CPR protective shields or masks
53-2031.00;Flight Attendants;Chemical oxygen generators;25202607;Aircraft oxygen equipment
53-2031.00;Flight Attendants;Commercial cooking ovens;48101517;Commercial use ovens
53-2031.00;Flight Attendants;Desktop computers;43211507;Desktop computers
53-2031.00;Flight Attendants;Electrical circuit breakers;39121601;Circuit breakers
53-2031.00;Flight Attendants;Emergency exit doors and windows;25201902;Aircraft escape or ejection systems
53-2031.00;Flight Attendants;Emergency locator transmitters;52161523;Radio frequency transmitters or receivers
53-2031.00;Flight Attendants;Emergency rafts;25111601;Lifeboats or liferafts
53-2031.00;Flight Attendants;Epi-pens;42142614;Hypodermic injection apparatus or accessories
53-2031.00;Flight Attendants;Evacuation slides;25201902;Aircraft escape or ejection systems
53-2031.00;Flight Attendants;First aid kits;42172001;Emergency medical services first aid kits
53-2031.00;Flight Attendants;Flotation seat cushions;46161604;Life vests or preservers
53-2031.00;Flight Attendants;Halon fire extinguishers;46191601;Fire extinguishers
53-2031.00;Flight Attendants;Heaving life lines;46161601;Rope float lines
53-2031.00;Flight Attendants;Intravenous IV administration sets;42172003;Emergency medical service intravenous IV kit
53-2031.00;Flight Attendants;Lavatory smoke detectors;46191501;Smoke detectors
53-2031.00;Flight Attendants;Life preservers;46161604;Life vests or preservers
53-2031.00;Flight Attendants;Mechanical stethoscopes;42182103;Medical acoustic stethoscope or accessory
53-2031.00;Flight Attendants;Megaphones;52161533;Megaphones
53-2031.00;Flight Attendants;Nitroglycerin tablets;51121603;Nitroglycerin
53-2031.00;Flight Attendants;Notebook computers;43211503;Notebook computers
53-2031.00;Flight Attendants;Personal digital assistants PDA;43211504;Personal digital assistant PDAs or organizers
53-2031.00;Flight Attendants;Portable oxygen equipment;25202607;Aircraft oxygen equipment
53-2031.00;Flight Attendants;Protective breathing equipment;25202607;Aircraft oxygen equipment
53-2031.00;Flight Attendants;Refreshment carts;48102106;Cool containers
53-2031.00;Flight Attendants;Refrigeration units;48102106;Cool containers
53-2031.00;Flight Attendants;Satellite aircraft communication systems;25201701;Aircraft communication systems
53-2031.00;Flight Attendants;Self-inflating manual resuscitation devices;42172007;Emergency medical services oxygen or resuscitation kits
53-2031.00;Flight Attendants;Slideraft packs;25201902;Aircraft escape or ejection systems
53-2031.00;Flight Attendants;Sliderafts;25111601;Lifeboats or liferafts
53-2031.00;Flight Attendants;Smoke goggles;46181804;Goggles
53-2031.00;Flight Attendants;Sphygmomanometers;42181610;Blood pressure cuff kits
53-2031.00;Flight Attendants;Storage compartments;48102106;Cool containers
53-2031.00;Flight Attendants;Supplemental oxygen systems;25202607;Aircraft oxygen equipment
53-2031.00;Flight Attendants;Tourniquets;42172201;Emergency medical services tourniquets or clamps
53-2031.00;Flight Attendants;Water system shutoff valves;40141609;Control valves
53-2031.00;Flight Attendants;Window exit escape ropes;25201902;Aircraft escape or ejection systems
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Ambulances;25101703;Ambulances
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Blood pressure recorders;42181607;Blood pressure recording units
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Desktop computers;43211507;Desktop computers
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Gurneys;42192202;Gurneys or scissor lifts
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Mechanical stethoscopes;42182103;Medical acoustic stethoscope or accessory
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Multi-line telephone systems;43191507;Special purpose telephones
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Oxygen administration equipment;42271718;Oxygen therapy delivery system products accessories or its supplies
53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Patient restraints;42143608;Patient stabilization or fall prevention devices or accessories
